ID	Fwy	Dir	District	County	City	State_PM	Abs_PM	Latitude	Longitude	Length	Type	Lanes	Name	User_ID_1	User_ID_2	User_ID_3	User_ID_4
1203927	91	E	12	59	2000	7.86	26.233	33.849953	-117.846936	.44	ML	4	GROVE	2176			
1203931	91	W	12	59	2000	7.86	26.273	33.850205	-117.846854	.48	ML	5	GROVE	2176			
1203937	91	W	12	59	2000	8.36	26.773	33.851349	-117.838448		OR	1	TUSTIN	1121			
1203942	91	W	12	59	2000	8.36	26.773	33.851349	-117.838448		FR	2	TUSTIN	1121			
1203944	91	W	12	59	2000	8.36	26.773	33.851349	-117.838448	1.045	ML	5	TUSTIN	1121			
1203949	91	E	12	59	2000	8.36	26.733	33.851164	-117.838568		OR	1	TUSTIN	1098			
1203955	91	E	12	59	2000	8.36	26.733	33.851164	-117.838568		FR	1	TUSTIN	1098			
1203957	91	E	12	59	2000	8.36	26.733	33.851164	-117.838568	1.11	ML	4	TUSTIN	1098			
1203967	91	W	12	59	2000	R9.9	28.313	33.849084	-117.816715		OR	1	LAKEVIEW1	1119			
1203972	91	W	12	59	2000	R9.95	28.363	33.849591	-117.816135	.89	ML	5	LAKEVIEW1	1119			
1203979	91	E	12	59	2000	R10.08	28.453	33.850669	-117.814377		OR	1	LAKEVIEW1	1100			
1203984	91	E	12	59	2000	R10.08	28.453	33.850669	-117.814377	.955	ML	6	LAKEVIEW1	1100			
1203991	91	W	12	59	2000	R10.1	28.513	33.851107	-117.814374		OR	1	LAKEVIEW 2	1118			
1203996	91	W	12	59	2000	R10.1	28.513	33.851107	-117.814374		FR	1	LAKEVIEW 2	1118			
1203998	91	W	12	59	2000	R10.14	28.553	33.851525	-117.813891	.445	ML	5	LAKEVIEW2	1118			
1204005	91	E	12	59	2000	R10.27	28.643	33.852542	-117.811988		OR	1	LAKEVIEW2	1101			
1204010	91	E	12	59	2000	R10.27	28.643	33.852542	-117.811988	.38	ML	6	LAKEVIEW2	1101			
1204017	91	W	12	59	2000	R11.3	29.713	33.854393	-117.794734		OR	1	IMPERIAL1	1117			
1204023	91	W	12	59	2000	R11.38	29.793	33.854368	-117.793339	.33	ML	5	IMPERIAL1	1117			
1204030	91	E	12	59	2000	R11.5	29.873	33.854193	-117.791214		OR	1	IMPERIAL1	1102			
1204036	91	E	12	59	2000	R11.5	29.873	33.854193	-117.791214		FR	2	IMPERIAL 1	1102			
1204038	91	E	12	59	2000	R11.49	29.863	33.854176	-117.791386	.43	ML	5	IMPERIAL1	1102			
1204044	91	W	12	59	2000	R11.6	30.013	33.854766	-117.789563		OR	1	IMPERIAL2	1116			
1204050	91	W	12	59	2000	R11.6	30.013	33.854766	-117.789563		FR	2	IMPERIAL 2	1116			
1204052	91	W	12	59	2000	R11.59	30.003	33.854713	-117.789725	.338	ML	5	IMPERIAL2	1116			
1204058	91	E	12	59	2000	R11.7	30.073	33.855071	-117.787923		OR	1	IMPERIAL2	1103			
1204064	91	E	12	59	2000	R11.7	30.073	33.855071	-117.787923	.343	ML	5	IMPERIAL2	1103			
1204070	91	W	12	59	2000	R14.2	32.613	33.869973	-117.74891		OR	1	WEIR CNYN1	1115			
1204076	91	W	12	59	2000	R14.26	32.673	33.870169	-117.747893	.54	ML	5	WEIR CNYN1	1115			
1204083	91	E	12	59	2000	R14.4	32.773	33.870197	-117.745295		OR	1	WEIR CNYN1	1105			
1204089	91	E	12	59	2000	R14.4	32.773	33.870197	-117.745295		FR	2	WEIR CNYN 1	1105			
1204091	91	E	12	59	2000	R14.43	32.803	33.870278	-117.744781	.635	ML	5	WEIR CNYN1	1105			
1204097	91	W	12	59	2000	R14.5	32.913	33.870876	-117.743806		OR	1	WEIR CNYN2	1114			
1204103	91	W	12	59	2000	R14.5	32.913	33.870876	-117.743806		FR	2	WEIR CNYN 2	1114			
1204105	91	W	12	59	2000	R14.43	32.843	33.870661	-117.744997	.425	ML	5	WEIR CNYN2	1114			
1204111	91	E	12	59	2000	R14.6	32.973	33.870709	-117.74185		OR	1	WEIR CNYN2	1106			
1204117	91	E	12	59	2000	R14.62	32.993	33.870757	-117.741504	.34	ML	5	WEIR CNYN2	1106			
1204135	91	E	12	59	2000	R16.4	34.75	33.866735	-117.71168		OR	1	GYPSUM 1	1107			
1204140	91	E	12	59	2000	R16.4	34.75	33.866735	-117.71168		FR	1	GYPSUM 1	1107			
1204142	91	E	12	59	2000	R16.4	34.75	33.866735	-117.71168	.403	ML	4	GYPSUM 1	1107			
1204148	91	E	12	59	2000	R16.6	34.95	33.868014	-117.708584		OR	1	GYPSUM 2	1108			
1204153	91	E	12	59	2000	R16.6	34.95	33.868014	-117.708584	.322	ML	4	GYPSUM 2	1108			
1204159	91	W	12	59	2000	R16.2	34.613	33.866503	-117.715237	.625	ML	4	GYPSUM 1	1113			
1204168	91	W	12	59	2000	R17.84	36.253	33.873131	-117.689053	.478	ML	5	COAL	1111			
1204181	91	E	12	59	2000	R18.13	36.48	33.870739	-117.6845	.206	ML	5	COAL	1109			
1204193	5	S	12	59	65084	.64	72.835	33.404943	-117.598167	.765	ML	4	S LUIS REY	2611			
1204198	5	N	12	59	65084	.65	72.908	33.40516	-117.597992	.913	ML	4	S. LUIS REY	2611			
1204204	5	N	12	59	65084	1.26	73.518	33.413319	-117.6021		OR	1	MAGDALENA	530			
1204209	5	N	12	59	65084	1.24	73.498	33.413051	-117.601964		FR	1	MAGDALENA	530			
1204211	5	N	12	59	65084	1.26	73.518	33.413319	-117.6021	.59	ML	4	MAGDALENA	530			
1204216	5	S	12	59	65084	1.26	73.455	33.41325	-117.602338	.295	ML	4	MAGDALENA	530			
1204222	5	N	12	59	65084	1.84	74.098	33.420802	-117.6066		OR	1	EL CAMINO REAL	531			
1204230	5	N	12	59	65084	1.83	74.088	33.420685	-117.606498	.605	ML	4	EL CAMINO REAL	531			
1204236	5	N	12	59	65084	2.47	74.728	33.428811	-117.611817		OR	1	PRESIDIO	1514			
1204242	5	N	12	59	65084	2.45	74.708	33.428587	-117.6116		FR	1	PRESIDIO	1514			
1204244	5	N	12	59	65084	2.47	74.728	33.428811	-117.611817	.485	ML	4	PRESIDIO	1514			
1204250	5	N	12	59	65084	2.8	75.058	33.432425	-117.615519		OR	1	PALIZADA	532			
1204255	5	N	12	59	65084	2.8	75.058	33.432425	-117.615519	.38	ML	4	PALIZADA	532			
1204261	5	N	12	59	65084	3.56	75.818	33.440202	-117.624486		OR	1	PICO 2	533			
1204268	5	N	12	59	65084	3.56	75.818	33.440202	-117.624486	.395	ML	4	PICO 2	533			
1204273	5	S	12	59	65084	3.56	75.755	33.440044	-117.624646	.435	ML	4	PICO 2	533			
1204279	5	N	12	59	65084	4.02	76.278	33.44466	-117.630415	.27	ML	4	HERMOSA 1	2036			
1204301	5	N	12	59	65084	5.4	77.658	33.455773	-117.650183	.515	ML	4	N OF VAQUERO	2034			
1204306	5	S	12	59	65084	5.4	77.595	33.455612	-117.650318	.445	ML	4	N OF VAQUERO	2034			
1204312	5	N	12	59	65084	5.73	77.988	33.458342	-117.655008		OR	1	ESTRELLA1	534			
1204316	5	N	12	59	65084	5.73	77.988	33.458342	-117.655008	.245	ML	4	ESTRELLA1	534			
1204322	5	N	12	59	17946	5.89	78.148	33.459637	-117.657305		OR	1	ESTRELLA2	535			
1204328	5	N	12	59	17946	5.89	78.148	33.459637	-117.657305	.37	ML	5	ESTRELLA2	535			
1204335	5	N	12	59	17946	6.47	78.728	33.464404	-117.665509		FR	1	SACRAMENTO	2543			
1204337	5	N	12	59	17946	6.47	78.728	33.464404	-117.665509		FF	2	N5 to N1	2543			
1204340	5	N	12	59	17946	6.47	78.728	33.464404	-117.665509	.51	ML	4	SACRAMENTO	2543			
1204345	5	S	12	59	17946	6.47	78.665	33.464281	-117.665631	.505	ML	5	SACRAMENTO	2543			
1204352	5	S	12	59	17946	6.6	78.795	33.465471	-117.667379		OR	1	RTE 1 SB	684			
1204357	5	S	12	59	17946	6.6	78.795	33.465471	-117.667379	.495	ML	5	RTE 1 SB	684			
1204367	5	N	12	59	68028	6.91	79.168	33.468032	-117.671714		OR	1	LAS RAMBLAS	536			
1204372	5	N	12	59	68028	6.91	79.168	33.468032	-117.671714	.495	ML	4	LAS RAMBLES	536			
1204378	5	N	12	59	68028	7.46	79.718	33.475073	-117.674271		OR	1	CAPISTRANO	539			
1204384	5	N	12	59	68028	7.46	79.718	33.475073	-117.674271	.54	ML	4	CAPISTRANO	539			
1204390	5	S	12	59	68028	7.99	80.185	33.481738	-117.669881	.57	ML	5	AEROPUERTO	2033			
1204395	5	N	12	59	68028	7.99	80.248	33.481685	-117.669596	.59	ML	4	AEROPUERTO	2033			
1204401	5	S	12	59	68028	8.6	80.795	33.489176	-117.663917	.58	ML	5	S JUAN CREEK	682			
1204403	5	N	12	59	68028	8.64	80.898	33.489561	-117.663255		OR	1	S JUAN CREEK	540			
1204409	5	N	12	59	68028	8.64	80.898	33.489561	-117.663255	.58	ML	4	S JUAN CREEK	540			
1204415	5	S	12	59	68028	9.4	81.595	33.499521	-117.658583	.475	ML	4	ORTEGA 1	683			
1204417	5	N	12	59	68028	9.69	81.948	33.503727	-117.658585		OR	2	ORTEGA  2	541			
1204422	5	N	12	59	68028	9.69	81.948	33.503727	-117.658585	.215	ML	4	ORTEGA  2	541			
1204428	5	S	12	59	68028	10.7	82.895	33.517588	-117.664664	.485	ML	5	JUNIPERO SERRA	680			
1204430	5	N	12	59	68028	11.06	83.318	33.522606	-117.666438		OR	1	JUNIPERO SERRA	542			
1204436	5	N	12	59	68028	11.05	83.308	33.52247	-117.666382	.485	ML	5	JUNIPERO SERRA	542			
1204442	5	S	12	59	68028	11.37	83.565	33.526418	-117.668912	.605	ML	6	TRABUCO	2030			
1204447	5	N	12	59	68028	11.37	83.628	33.526621	-117.66866	.43	ML	6	TRABUCO	2030			
1204453	5	N	12	59	68028	11.91	84.168	33.53247	-117.674488	.445	ML	6	WILDWOOD	2544			
1204458	5	S	12	59	68028	11.91	84.105	33.53231	-117.674919	.515	ML	6	WILDWOOD	2544			
1204466	5	N	12	59	48256	13.06	85.318	33.54896	-117.672682		OR	1	AVERY PARK	543			
1204472	5	N	12	59	48256	13.05	85.308	33.548817	-117.672686	.72	ML	4	AVERY PARK	543			
1204478	5	S	12	59	48256	13.6	85.795	33.556667	-117.673131	.83	ML	4	CROWN VA1	678			
1204480	5	N	12	59	48256	13.71	85.968	33.558239	-117.672849		OR	1	CROWN VA1	544			
1204486	5	N	12	59	48256	13.7	85.958	33.558096	-117.672848	.41	ML	4	CROWN VA1	544			
1204492	5	N	12	59	48256	13.88	86.138	33.560694	-117.672778		OR	1	CROWN VA2	545			
1204498	5	N	12	59	48256	13.57	85.828	33.556241	-117.672812		FR	1	CROWN VA1	544			
1204501	5	N	12	59	48256	13.87	86.128	33.560549	-117.672791	.38	ML	4	CROWN VA2	545			
1204507	5	S	12	59	48256	15.03	87.225	33.577397	-117.671983	.42	ML	4	OSO PARK1	677			
1204509	5	N	12	59	48256	15.14	87.398	33.578995	-117.671617		OR	1	OSO PARK1	547			
1204513	5	N	12	59	48256	15.13	87.388	33.578849	-117.67162		FR	2	OSO PARK 1	547			
1204515	5	N	12	59	48256	15.13	87.388	33.578849	-117.67162	.445	ML	4	OSO PARK1	547			
1204521	5	S	12	59	48256	15.3	87.495	33.581316	-117.671925	.385	ML	4	OSO PARK2	676			
1204523	5	N	12	59	48256	15.36	87.618	33.582197	-117.671571		OR	1	OSO PARK2	548			
1204532	5	N	12	59	48256	15.35	87.608	33.582052	-117.67157	.335	ML	4	OSO PARK2	548			
1204538	5	S	12	59	48256	16.3	88.495	33.595354	-117.673779	.35	ML	4	LA PAZ 1	674			
1204540	5	N	12	59	39220	16.52	88.778	33.597965	-117.676194		OR	1	LA PAZ 1	550			
1204544	5	N	12	59	48256	16.37	88.628	33.596326	-117.674275		FR	1	LA PAZ 1	550			
1204546	5	N	12	59	39220	16.51	88.768	33.597861	-117.676059	.445	ML	4	LA PAZ 1	550			
1204552	5	S	12	59	39220	16.5	88.695	33.597607	-117.67615	.48	ML	4	LA PAZ 2	673			
1204554	5	N	12	59	39220	16.7	88.958	33.599314	-117.678839		OR	1	LA PAZ 2	552			
1204559	5	N	12	59	39220	16.69	88.948	33.599252	-117.678685	.46	ML	4	LA PAZ 2	552			
1204565	5	S	12	59	39220	17.26	89.455	33.602645	-117.687691	.495	ML	5	ALICIA 1	1447			
1204567	5	N	12	59	39220	17.44	89.698	33.604332	-117.689974		OR	1	ALICIA 1	1445			
1204571	5	N	12	59	39220	17.43	89.688	33.604242	-117.68984	.47	ML	5	ALICIA 1	1445			
1204577	5	S	12	59	39220	17.49	89.685	33.604617	-117.69087	.455	ML	4	ALICIA 2	1446			
1204579	5	N	12	59	39220	17.64	89.898	33.606111	-117.692884		OR	2	ALICIA 2	546			
1204586	5	N	12	59	39220	17.63	89.888	33.606025	-117.692734	.37	ML	6	ALICIA 2	546			
1204591	5	N	12	59	39220	17.63	89.888	33.606025	-117.692734	.37	HV	1	ALICIA 2	546			
1204607	5	S	12	59	39220	18.5	90.695	33.612561	-117.705361	.265	ML	5	EL TORO 1	671			
1204609	5	N	12	59	39220	18.62	90.878	33.613985	-117.706587		OR	1	EL TORO 1	554			
1204615	5	N	12	59	39220	18.61	90.868	33.613883	-117.706467	.325	ML	5	EL TORO 1	554			
1204621	5	S	12	59	39220	18.7	90.895	33.614654	-117.707825	.415	ML	5	EL TORO 2	670			
1204623	5	N	12	59	39220	18.83	91.088	33.616217	-117.709128		OR	1	EL TORO 2	555			
1204632	5	N	12	59	39220	18.82	91.078	33.616112	-117.70901	.36	ML	5	EL TORO 2	555			
1204638	5	N	12	59	39220	19.33	91.588	33.621929	-117.714379	.59	ML	6	RED ROBIN	2012			
1204643	5	S	12	59	39220	19.33	91.525	33.621819	-117.714838	.55	ML	6	RED ROBIN	2012			
1204650	5	S	12	59	39220	19.8	91.995	33.627286	-117.719875	.285	ML	6	LAKE FOR1	669			
1204665	5	S	12	59	39220	19.9	92.095	33.628454	-117.720919	.22	ML	6	LAKE FOR2	668			
1204667	5	N	12	59	39220	20	92.258	33.629553	-117.721491		OR	2	LAKE FOR2	557			
1204672	5	N	12	59	39220	20	92.258	33.629553	-117.721491	.455	ML	5	LAKE FOR2	557			
1204678	5	N	12	59	39220	20	92.258	33.629553	-117.721491		FR	1	LAKE FOR2	557			
1204682	5	N	12	59	36770	20.24	92.498	33.632102	-117.724337	.295	ML	5	OLDFIELD	2011			
1204688	5	S	12	59	36770	20.24	92.435	33.631989	-117.724813	.345	ML	5	OLDFIELD	2011			
1204695	5	S	12	59	36770	20.59	92.785	33.635959	-117.728446	.355	ML	6	BAKE 1	583			
1204697	5	N	12	59	36770	20.59	92.848	33.636144	-117.72806	.35	ML	6	BAKE 1	558			
1204699	5	N	12	59	36770	20.94	93.198	33.640323	-117.731437	.33	ML	3	BAKE 2	566			
1204701	5	S	12	59	36770	20.95	93.145	33.640308	-117.731896	.33	ML	6	BAKE 2	584			
1204703	5	N	12	59	36770	21.25	93.508	33.644068	-117.734444	.58	ML	3	At 405	2303			
1204707	5	S	12	59	36770	21.92	94.115	33.652076	-117.741205		OR	1	ALTON 1	1518			
1204712	5	S	12	59	36770	21.92	94.115	33.652076	-117.741205		FR	2	ALTON 2	1519			
1204714	5	S	12	59	36770	21.92	94.115	33.652076	-117.741205	.425	HV	1	ALTON 1	1518			
1204716	5	S	12	59	36770	22.1	94.295	33.654255	-117.74294	.445	ML	3	ALTON 1	1518			
1204722	5	N	12	59	36770	22.1	94.358	33.654371	-117.742629		OR	1	ALTON 2	1519			
1204727	5	N	12	59	36770	22.1	94.358	33.654371	-117.742629		FR	1	ALTON 2	1519			
1204729	5	N	12	59	36770	22.1	94.358	33.654371	-117.742629	.475	HV	1	ALTON 2	1519			
1204731	5	N	12	59	36770	22.1	94.358	33.654371	-117.742629	.475	ML	4	ALTON 2	1519			
1204737	5	S	12	59	36770	22.14	94.335	33.654741	-117.743323	.325	ML	4	ALTON 2	1519			
1204743	5	N	12	59	36770	22.2	94.458	33.655581	-117.743597		OR	1	ALTON 3	1520			
1204748	5	N	12	59	36770	22.2	94.458	33.655581	-117.743597	.325	HV	1	ALTON 3	1520			
1204750	5	N	12	59	36770	22.2	94.458	33.655581	-117.743597	.325	ML	4	ALTON 3	1520			
1204757	5	N	12	59	36770	22.75	95.008	33.662274	-117.748817	.425	HV	1	BARRANCA	2615			
1204759	5	S	12	59	36770	22.75	94.945	33.662021	-117.749253	.475	HV	1	BARRANCA	2615			
1204761	5	S	12	59	36770	22.75	94.945	33.662021	-117.749253	.455	ML	4	BARRANCA	2615			
1204766	5	N	12	59	36770	22.75	95.008	33.662274	-117.748817	.425	ML	5	BARRANCA	2615			
1204772	5	N	12	59	36770	22.75	95.008	33.662274	-117.748817		OR	1	BAR.HOV ON	2615			
1204774	5	S	12	59	36770	22.75	94.945	33.662021	-117.749253		FR	1	BAR.HOV OFF	2615			
1204777	5	S	12	59	36770	23.05	95.245	33.665581	-117.75203	.175	HV	2	S OF 133	2616			
1204779	5	N	12	59	36770	23.05	95.308	33.66578	-117.751722	.225	HV	1	S OF 133	2616			
1204781	5	S	12	59	36770	23.05	95.245	33.665581	-117.75203	.175	ML	5	S OF 133	2616			
1204787	5	N	12	59	36770	23.05	95.308	33.66578	-117.751722	.225	ML	4	S OF 133	2616			
1204794	5	S	12	59	36770	23.1	95.295	33.66617	-117.7525		FR	2	N OF 133	2617			
1204796	5	S	12	59	36770	23.1	95.295	33.66617	-117.7525	.225	HV	1	N OF 133	2617			
1204798	5	S	12	59	36770	23.1	95.295	33.66617	-117.7525	.125	ML	5	N OF 133	2617			
1204803	5	N	12	59	36770	23.2	95.458	33.667646	-117.753237		FF	2	N133 to N5	2619			
1204806	5	N	12	59	36770	23.2	95.458	33.667646	-117.753237	.225	HV	1	N OF 133	2619			
1204808	5	N	12	59	36770	23.2	95.458	33.667646	-117.753237	.225	ML	4	N OF 133	2619			
1204814	5	S	12	59	36770	R23.5	95.695	33.6716	-117.755616	.295	HV	1	S OF SAND CNYN	2618			
1204816	5	S	12	59	36770	R23.5	95.695	33.6716	-117.755616	.195	ML	6	S OF SAND CNYN	2618			
1204823	5	N	12	59	36770	R23.5	95.758	33.671657	-117.755266	.245	HV	1	S OF SAND CNYN	2618			
1204825	5	N	12	59	36770	R23.5	95.758	33.671657	-117.755266	.245	ML	6	S OF SAND CNYN	2618			
1204833	5	S	12	59		R23.69	95.885	33.674297	-117.756223		OR	1	SAND CANYON 1	665			
1204839	5	S	12	59		R23.69	95.885	33.674297	-117.756223	.275	HV	1	SAND CANYON 1	665			
1204841	5	S	12	59		R23.69	95.885	33.674297	-117.756223	.275	ML	5	SAND CANYON 1	665			
1204848	5	N	12	59		R24.05	96.308	33.67881	-117.759083		OR	1	SAND CANYON 2	559			
1204854	5	N	12	59		R24.05	96.308	33.67881	-117.759083		FR	2	SAND CANYON 2	559			
1204857	5	S	12	59		R24.05	96.245	33.67863	-117.759362		FR	1	SAND CANYON 2	559			
1204859	5	N	12	59		R24.05	96.308	33.67881	-117.759083	.405	HV	1	SAND CANYON 2	559			
1204861	5	N	12	59		R24.05	96.308	33.67881	-117.759083	.405	ML	5	SAND CANYON 2	559			
1204867	5	S	12	59		R24.05	96.245	33.67863	-117.759362	.405	HV	1	SAND CANYON 2	559			
1204869	5	S	12	59		R24.05	96.245	33.67863	-117.759362	.405	ML	5	SAND CANYON 2	559			
1204876	5	N	12	59		R24.5	96.758	33.68378	-117.76413	.515	HV	1	N OF SAND CNYN	2620			
1204878	5	N	12	59		R24.5	96.758	33.68378	-117.76413	.515	ML	6	N OF SAND CNYN	2620			
1204884	5	S	12	59		R24.5	96.695	33.683599	-117.764425	.395	HV	1	N OF SAND CNYN	2620			
1204886	5	S	12	59		R24.5	96.695	33.683599	-117.764425	.395	ML	6	N OF SAND CNYN	2620			
1204893	5	S	12	59	36770	R24.84	97.035	33.687939	-117.767277		OR	1	JEFFREY 1	664			
1204899	5	S	12	59	36770	R24.84	97.035	33.687939	-117.767277		FR	2	JEFFREY 1	664			
1204902	5	S	12	59	36770	R24.84	97.035	33.687939	-117.767277	.65	HV	1	JEFFREY 1	664			
1204904	5	S	12	59	36770	R24.84	97.035	33.687939	-117.767277	.65	ML	5	JEFFREY 1	664			
1204913	5	N	12	59	36770	R25.08	97.338	33.691182	-117.768954		OR	1	JEFFREY 1	560			
1204919	5	N	12	59	36770	R25.08	97.338	33.691182	-117.768954		FR	2	JEFFREY 1	560			
1204922	5	N	12	59	36770	R25.08	97.338	33.691182	-117.768954	.325	HV	1	JEFFREY 1	560			
1204924	5	N	12	59	36770	R25.08	97.338	33.691182	-117.768954	.325	ML	5	JEFFREY 1	560			
1204929	5	N	12	59	36770	R25.15	97.408	33.692068	-117.769532		OR	1	JEFFREY 2	1825			
1204935	5	N	12	59	36770	R25.15	97.408	33.692068	-117.769532	.36	HV	1	JEFFREY 2	1825			
1204937	5	N	12	59	36770	R25.15	97.408	33.692068	-117.769532	.36	ML	5	JEFFREY 2	1825			
1204942	5	S	12	59	36770	R25.8	97.995	33.700148	-117.775267	.755	HV	1	YALE	2591			
1204944	5	S	12	59	36770	R25.8	97.995	33.700148	-117.775267	.755	ML	5	YALE	2591			
1204950	5	N	12	59	36770	R25.8	98.058	33.700287	-117.774934	.705	ML	5	YALE	2591			
1204956	5	N	12	59	36770	R25.8	98.058	33.700287	-117.774934	.705	HV	1	YALE	2591			
1204959	5	S	12	59	36770	R26.35	98.545	33.70706	-117.779935		OR	1	CULVER 1	663			
1204965	5	S	12	59	36770	R26.35	98.545	33.70706	-117.779935	.43	HV	1	CULVER 1	663			
1204967	5	S	12	59	36770	R26.35	98.545	33.70706	-117.779935	.43	ML	5	CULVER 1	663			
1204974	5	N	12	59	36770	R26.56	98.818	33.709761	-117.781713		OR	1	CULVER 1	1510			
1204980	5	N	12	59	36770	R26.56	98.818	33.709761	-117.781713	.505	HV	1	CULVER 1	1510			
1204982	5	N	12	59	36770	R26.56	98.818	33.709761	-117.781713	.505	ML	5	CULVER 1	1510			
1204989	5	S	12	59	36770	R26.66	98.855	33.710634	-117.783134		OR	1	CULVER 2	1511			
1204995	5	S	12	59	36770	R26.66	98.855	33.710634	-117.783134	.537	HV	1	CULVER 2	1511			
1204997	5	S	12	59	36770	R26.66	98.855	33.710634	-117.783134	.537	ML	5	CULVER 2	1511			
1205004	5	N	12	59	36770	R26.81	99.068	33.712411	-117.784619		OR	1	CULVER 2	561			
1205008	5	S	12	59	36770	R26.81	99.005	33.712186	-117.784926		FR	1	CULVER 2	561			
1205010	5	N	12	59	36770	R26.81	99.068	33.712411	-117.784619	.491	HV	1	CULVER 2	561			
1205012	5	N	12	59	36770	R26.81	99.068	33.712411	-117.784619	.491	ML	6	CULVER 2	561			
1205020	5	S	12	59	36770	27.43	99.618	33.717966	-117.793071		OR	1	JAMBOREE 1	662			
1205026	5	S	12	59	36770	27.43	99.618	33.717966	-117.793071	.516	HV	1	JAMBOREE 1	662			
1205028	5	S	12	59	36770	27.43	99.618	33.717966	-117.793071	.516	ML	6	JAMBOREE 1	662			
1205035	5	N	12	59	36770	27.55	99.801	33.719297	-117.794408		OR	1	JAMBOREE 1	1800			
1205041	5	N	12	59	36770	27.55	99.801	33.719297	-117.794408		FR	1	JAMBOREE 1	1800			
1205043	5	N	12	59	36770	27.55	99.801	33.719297	-117.794408	.371	HV	1	JAMBOREE 1	1800			
1205045	5	N	12	59	36770	27.55	99.801	33.719297	-117.794408	.371	ML	5	JAMBOREE 1	1800			
1205052	5	S	12	59	36770	27.7	99.888	33.72047	-117.796638		OR	1	JAMBOREE 2	1801			
1205058	5	S	12	59	36770	27.7	99.888	33.72047	-117.796638		FR	1	JAMBOREE 2	1801			
1205060	5	S	12	59	36770	27.7	99.888	33.72047	-117.796638	.46	HV	1	JAMBOREE 2	1801			
1205062	5	S	12	59	36770	27.7	99.888	33.72047	-117.796638	.335	ML	5	JAMBOREE 2	1801			
1205069	5	N	12	59	36770	27.56	99.811	33.719391	-117.794541	.275	HV	1	JAMBOREE 2	562			
1205071	5	N	12	59	36770	27.56	99.811	33.719391	-117.794541	.275	ML	6	JAMBOREE 2	562			
1205078	5	N	12	59	80854	28.1	100.351	33.724394	-117.801722		OR	2	TUSTIN RANCH	1817			
1205084	5	N	12	59	80854	28.1	100.351	33.724394	-117.801722		FR	1	TUSTIN RANCH	1817			
1205086	5	N	12	59	80854	28.1	100.351	33.724394	-117.801722	.84	HV	1	TUSTIN RANCH	1817			
1205088	5	N	12	59	80854	28.1	100.351	33.724394	-117.801722	.84	ML	5	TUSTIN RANCH	1817			
1205095	5	S	12	59	80854	28.35	100.538	33.726403	-117.805381		OR	1	TUSTIN RANCH	1822			
1205103	5	S	12	59	80854	28.35	100.538	33.726403	-117.805381	.66	HV	1	TUSTIN  RANCH	1822			
1205105	5	S	12	59	80854	28.1	100.288	33.724136	-117.801999	.66	ML	5	TUSTIN RANCH	1822			
1205112	5	S	12	59	80854	29.02	101.208	33.732587	-117.814369		OR	1	RED HILL	661			
1205120	5	S	12	59	80854	29.02	101.208	33.732587	-117.814369	.72	HV	1	RED HILL	661			
1205122	5	S	12	59	80854	29.02	101.208	33.732587	-117.814369	.8	ML	5	RED HILL*	661			
1205129	5	N	12	59		29.24	101.491	33.73489	-117.817068		OR	1	RED HILL	563			
1205135	5	N	12	59		29.24	101.491	33.73489	-117.817068	.845	ML	5	RED HILL	563			
1205139	5	S	12	59	80854	29.7	101.888	33.737386	-117.824499	.44	ML	6	NEWPORT*	564			
1205147	5	N	12	59	80854	29.79	102.041	33.738115	-117.825811		OR	1	NEWPORT*	564			
1205152	5	N	12	59	80854	29.79	102.041	33.738115	-117.825811	.38	ML	5	NEWPORT*	564			
1205157	5	N	12	59	80854	30	102.251	33.739183	-117.829214	.205	ML	6	B ST.	2301			
1205165	5	N	12	59	80854	30.2	102.451	33.740283	-117.832416	.2	ML	5	S OF 55	2267			
1205166	5	S	12	59	80854	30.2	102.388	33.740098	-117.832494	.25	ML	4	S OF 55*	2267			
1205168	5	N	12	59	80854	30.4	102.651	33.741403	-117.835585	.3	ML	4	N OF 55	2268			
1205169	5	S	12	59	80854	30.4	102.588	33.741219	-117.835743	.35	ML	5	N OF 55	2268			
1205171	5	N	12	59	80854	30.6	102.851	33.742605	-117.838695	.25	HV	1	WILLIAMS	2288			
1205173	5	S	12	59	80854	30.6	102.788	33.742378	-117.839015	.25	HV	1	WILLIAMS (VIADUCT)	2288			
1205175	5	N	12	59	69000	30.8	103.051	33.744413	-117.841283	.415	ML	5	1ST	213			
1205177	5	S	12	59	69000	30.9	103.088	33.745553	-117.842538		OR	1	1ST	213			
1205182	5	S	12	59	69000	30.9	103.088	33.745553	-117.842538	.415	ML	5	1ST	213			
1205189	5	S	12	59	69000	31.23	103.418	33.749928	-117.844652	.25	ML	5	4TH	568			
1205193	5	N	12	59	69000	31.23	103.481	33.750124	-117.844061	.3	ML	5	4TH	568			
1205198	5	S	12	59	69000	31.4	103.588	33.751759	-117.846535	.185	HV	2	CONCORD	2300			
1205200	5	S	12	59	69000	31.4	103.588	33.751759	-117.846535	.185	ML	6	CONCORD	2300			
1205204	5	N	12	59	69000	31.4	103.651	33.752049	-117.845939	.185	ML	6	CONCORD	2300			
1205211	5	S	12	59	69000	31.6	103.788	33.753388	-117.849326	.25	ML	6	1GRAND 1	2320			
1205215	5	N	12	59	69000	31.6	103.851	33.753753	-117.848788	.165	ML	5	GRAND 1	2320			
1205220	5	N	12	59	69000	31.9	104.151	33.755834	-117.85344		OR	1	GRAND 2	569			
